โครงสร้างและรูปแบบข้อมูล XML  ภงด 50,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Index,Dictionary Entry Name (DEN) ,,,,,,,,<XML Tag>,Description ,Type ,Max Len,Attribute ,,,Rule Guideline,,,
1.6.9.1.2,,,,,,TaxFormDetail.OtherExpenses.No1.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.1.3,,,,,,TaxFormDetail.OtherExpenses.No1.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R143,,,
1.6.9.2,,,,,TaxFormDetail.OtherExpenses.No2,,,,<rd:No2>,ขาดทุนจากการแลกเปลี่ยนเงินตรา,Object,,[0…1],,,,,,
1.6.9.2.1,,,,,,TaxFormDetail.OtherExpenses.No2.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.2.2,,,,,,TaxFormDetail.OtherExpenses.No2.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.2.3,,,,,,TaxFormDetail.OtherExpenses.No2.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R144,,,
1.6.9.3,,,,,TaxFormDetail.OtherExpenses.No3,,,,<rd:No3>,ต้นทุนทางการเงิน,Object,,[0…1],,,,,,
1.6.9.3.1,,,,,,TaxFormDetail.OtherExpenses.No3.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.3.2,,,,,,TaxFormDetail.OtherExpenses.No3.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.3.3,,,,,,TaxFormDetail.OtherExpenses.No3.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R145,,,
1.6.9.4,,,,,TaxFormDetail.OtherExpenses.No4,,,,<rd:No4>,รายจ่ายอื่นที่นอกเหนือจาก 1. ถึง 3.,Object,,[0…1],,,,,,
1.6.9.4.1,,,,,,TaxFormDetail.OtherExpenses.No4.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.4.2,,,,,,TaxFormDetail.OtherExpenses.No4.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.9.4.3,,,,,,TaxFormDetail.OtherExpenses.No4.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R146,,,
1.6.9.5,,,,,TaxFormDetail.OtherExpenses.TotalAmount,,,,<rd:TotalAmount>,รวม (1. - 4.) จะมีค่าก็ต่อเมื่อรายการที่ 6 ข้อ 1-4 ค่าในช่องใดช่องหนึ่งของแต่ละข้อ,Object,,[0…1],C,C,,,,
1.6.9.5.1,,,,,,TaxFormDetail.OtherExpenses.TotalAmount.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,PND50_R147,,,
1.6.9.5.2,,,,,,TaxFormDetail.OtherExpenses.TotalAmount.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,PND50_R148,,,
1.6.9.5.3,,,,,,TaxFormDetail.OtherExpenses.TotalAmount.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R149,,,
1.6.10,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses,,,,,<rd:SellingAndAdminsitrativeExpenses>,รายจ่ายในการขายหรือบริการ,Object,,[0…1],,,,,,
1.6.10.1,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No1,,,,<rd:No1>,รายจ่ายเกี่ยวกับพนักงาน,Object,,[0…1],,,,,,
1.6.10.1.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No1.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.1.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No1.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.1.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No1.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R150,,,
1.6.10.2,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No2,,,,<rd:No2>,ค่าตอบแทนกรรมการ,Object,,[0…1],,,,,,
1.6.10.2.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No2.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.2.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No2.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.2.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No2.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R151,,,
1.6.10.3,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No3,,,,<rd:No3>,ค่าไฟฟ้า ค่าประปา ค่าโทรศัพท์,Object,,[0…1],,,,,,
1.6.10.3.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No3.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.3.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No3.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.3.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No3.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R152,,,
1.6.10.4,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No4,,,,<rd:No4>,ค่าพาหนะ รายจ่ายในการเดินทาง ค่าที่พัก,Object,,[0…1],,,,,,
1.6.10.4.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No4.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.4.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No4.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.4.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No4.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R153,,,
1.6.10.5,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No5,,,,<rd:No5>,ค่าระวาง ค่าขนส่ง,Object,,[0…1],,,,,,
1.6.10.5.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No5.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.5.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No5.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.5.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No5.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R154,,,
1.6.10.6,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No6,,,,<rd:No6>,ค่าเช่า,Object,,[0…1],,,,,,
1.6.10.6.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No6.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.6.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No6.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.6.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No6.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R155,,,
1.6.10.7,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No7,,,,<rd:No7>,ค่าซ่อมแซม,Object,,[0…1],,,,,,
1.6.10.7.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No7.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.7.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No7.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.7.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No7.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R156,,,
1.6.10.8,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No8,,,,<rd:No8>,ค่ารับรอง,Object,,[0…1],,,,,,
1.6.10.8.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No8.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.8.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No8.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.8.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No8.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R157,,,
1.6.10.9,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No9,,,,<rd:No9>,ค่านายหน้า ค่าโฆษณา ค่าส่งเสริมการขาย,Object,,[0…1],,,,,,
1.6.10.9.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No9.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.9.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No9.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.9.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No9.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R158,,,
1.6.10.10,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No10,,,,<rd:No10>,ค่าภาษีธุรกิจเฉพาะ (รวมรายได้ส่วนท้องถิ่น),Object,,[0…1],,,,,,
1.6.10.10.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No10.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.10.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No10.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.10.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No10.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R159,,,
1.6.10.11,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No11,,,,<rd:No11>,ค่าภาษีอากรอื่น ๆ,Object,,[0…1],,,,,,
1.6.10.11.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No11.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.11.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No11.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.11.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No11.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R160,,,
1.6.10.12,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No12,,,,<rd:No12>,ต้นทุนทางการเงิน,Object,,[0…1],,,,,,
1.6.10.12.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No12.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.12.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No12.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.12.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No12.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R161,,,
1.6.10.13,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No13,,,,<rd:No13>,ค่าทำบัญชี,Object,,[0…1],,,,,,
1.6.10.13.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No13.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.13.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No13.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.13.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No13.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R162,,,
1.6.10.14,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No14,,,,<rd:No14>,ค่าสอบบัญชี,Object,,[0…1],,,,,,
1.6.10.14.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No14.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.14.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No14.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.14.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No14.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R163,,,
1.6.10.15,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No15,,,,<rd:No15>,รายจ่ายเพื่อสนับสนุนโครงการสานพลังประชารัฐ,Object,,[0…1],,,,,,
1.6.10.15.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No15.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.15.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No15.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.15.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No15.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R164,,,
1.6.10.16,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No16,,,,<rd:No16>,รายจ่ายเพื่อการกุศลสาธารณะฯ,Object,,[0…1],,,,,,
1.6.10.16.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No16.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.16.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No16.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.16.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No16.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R165,,,
1.6.10.17,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No17,,,,<rd:No17>,รายจ่ายเพื่อการศึกษาหรือเพื่อการกีฬา,Object,,[0…1],,,,,,
1.6.10.17.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No17.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.17.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No17.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.17.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No17.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R166,,,
1.6.10.18,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No18,,,,<rd:No18>,ค่าธรรมเนียมในการให้คำแนะนำและปรึกษา,Object,,[0…1],,,,,,
1.6.10.18.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No18.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.18.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No18.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.18.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No18.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R167,,,
1.6.10.19,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No19,,,,<rd:No19>,ค่าธรรมเนียมอื่น ๆ,Object,,[0…1],,,,,,
1.6.10.19.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No19.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.19.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No19.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.19.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No19.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R168,,,
1.6.10.20,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No20,,,,<rd:No20>,หนี้สูญ,Object,,[0…1],,,,,,
1.6.10.20.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No20.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.20.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No20.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.20.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No20.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R169,,,
1.6.10.21,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No21,,,,<rd:No21>,ค่าสึกหรอและค่าเสื่อมราคาของทรัพย์สิน,Object,,[0…1],,,,,,
1.6.10.21.1,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No21.exemption,,,<rd:Exemption>,กิจการที่ได้รับยกเว้นภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.21.2,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No21.liable,,,<rd:Liable>,กิจการที่ต้องเสียภาษีเงินได้,"Decimal (15, 2)",15,[0…1],C,C,,,,
1.6.10.21.3,,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No21.total,,,<rd:Total>,รวม,"Decimal (15, 2)",15,[0…1],C,C,PND50_R170,,,
1.6.10.22,,,,,TaxFormDetail.sellingAndAdminsitrativeExpenses.No22,,,,<rd:No22>,รายจ่ายอื่นที่นอกเหนือจาก 1. ถึง 21.,Object,,[0…1],,,,,,
